step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,curr_x_L,curr_x_R,curr_z_L,curr_z_R,left_target,rcs_phase_with_place,right_target,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31]
74,0.29446467757225037,0.5,0.0,0.0,-3.2004098892211914,-6.561916052305605e-06,-0.04569520056247711,0.0,-0.3756590783596039,0.0,-7.022966930225749e-11,-1.2299880558508391e-10,3.3187880516052246,-0.5286015272140503,-0.9755565524101257,-11.396167755126953,-79.99999237060547,0.0,0.0,4.0,4.0,0.0,-26.0,-0.07623808830976486,0.0,34.40550994873047,0.15000000596046448,-4.522113586369336e-11,-7.624586378929266e-11,5.013545134602282e-12,1.0027470173645803e-11,-1.2903571440514572e-11,234.5166015625,-1.0171043694773285e-11,-0.07455380260944366,0.3952109217643738,0.03963384032249451,-0.23827137053012848,-0.02037195675075054,-0.9477816224098206,-2.4599764347076416,0.0,0.0,0.34719568490982056,-0.7260444164276123,-0.26442044973373413,0.12190888077020645,0.20651163160800934,0.008553905412554741,0.5884647369384766,0.024314034730196,-0.10169942677021027,0.058962155133485794,-0.14362488687038422,0.007621121592819691,0.0028491378761827946,0.5363418459892273,0.05937485024333,0.21697619557380676,-13.565101623535156,9.245023727416992,-0.6494479775428772,0.7604060173034668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.3367699086666107,0.5,0.0,0.0,-3.2029054164886475,-0.00018277076014783233,-0.3404976427555084,0.0,-0.3752433955669403,0.0,-6.896265503097965e-11,-1.2299880558508391e-10,3.362684965133667,-0.6525132060050964,-0.9755565524101257,-11.396167755126953,0.0,0.0,0.0,4.0,4.0,0.0,-26.0,-0.059603579342365265,0.0,33.62112045288086,0.15000000596046448,-4.531016187248049e-11,-8.27716992168881e-11,5.0000342408096365e-12,1.2414331715393523e-11,-1.2814548901174394e-11,230.28404235839844,-3.645211302943929e-12,-0.12230318039655685,0.451307475566864,0.09044499695301056,-0.2511959969997406,-0.026976458728313446,-0.9210535287857056,-2.4599764347076416,0.0,0.0,0.34946689009666443,-0.7487059235572815,-0.25675952434539795,0.08304246515035629,0.20403917133808136,-0.0078860092908144,0.6982949376106262,0.017242789268493652,-0.04795415326952934,-0.008327222429215908,-0.18698593974113464,0.02936241589486599,0.012703144922852516,0.5002226233482361,0.03977995738387108,0.21290861070156097,-14.988229751586914,3.5860424041748047,-0.5224984884262085,0.8526402115821838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.2461417317390442,0.5,0.0,0.0,-3.361511707305908,-0.013968666084110737,-1.5563428401947021,0.0,-0.3760964870452881,0.0,-6.802161611751956e-11,-1.2299880558508391e-10,2.7420542240142822,-0.5119814276695251,-0.9755565524101257,-11.396167755126953,0.0,0.0,0.0,4.0,4.0,0.0,-26.0,-0.34909653663635254,0.0,31.90545654296875,0.15000000596046448,-4.5429313089151435e-11,-8.316589777956906e-11,4.983611613662564e-12,1.0265887098737103e-11,-1.2695395949779975e-11,219.93743896484375,-3.2510101381777456e-12,-0.06262612342834473,0.7423427700996399,-0.09616751968860626,-0.21648210287094116,-0.04701080918312073,-1.001752257347107,-2.4599764347076416,0.0,0.0,0.34396785497665405,-0.7629809379577637,-0.25014421343803406,0.04949522018432617,0.21813787519931793,0.002842334099113941,0.6043346524238586,-0.015474510379135609,-0.028931183740496635,0.08526938408613205,-0.15066206455230713,-0.03154034540057182,0.06570909172296524,-0.44375306367874146,0.05914170667529106,0.1264745444059372,-17.99320411682129,-8.5216646194458,-0.38268324732780457,0.9238796234130859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.4532131850719452,0.5,0.0,0.0,-3.3313024044036865,-0.0025139967910945415,-0.19028562307357788,0.0,-0.37603968381881714,0.0,-6.968687432662435e-11,-1.2299880558508391e-10,4.096559047698975,-0.39046528935432434,-0.9755565524101257,-11.396167755126953,0.0,0.0,0.0,4.0,4.0,0.0,-26.0,-0.1808825582265854,0.0,27.33880615234375,0.15000000596046448,-4.5526971081955026e-11,-8.16644252221721e-11,4.966637344450131e-12,7.842939839242113e-12,-1.2597733620167695e-11,189.45497131347656,-4.752474889319069e-12,-0.0894806981086731,0.42911726236343384,-0.14955490827560425,-0.24049906432628632,0.015305381268262863,-0.9773966073989868,-2.4599764347076416,0.0,0.0,0.3473576605319977,-0.7725356221199036,-0.2368123084306717,0.013159060850739479,0.20125287771224976,0.004060412757098675,0.4927023649215698,0.040499497205019,-0.07568425685167313,4.7677756811026484e-05,-0.10718653351068497,-0.008843976072967052,0.031160427257418633,-0.4354768693447113,0.050300899893045425,0.11544781923294067,-17.481149673461914,-12.853657722473145,-0.23344604671001434,0.9723697900772095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.6542115211486816,0.5,0.0,0.0,-3.2124273777008057,-0.0006305237766355276,-0.1227528527379036,0.0,-0.3753628730773926,0.0,-8.328270018065353e-11,-1.2299880558508391e-10,8.369422912597656,-0.29298943281173706,-0.9755565524101257,-11.396167755126953,0.0,0.0,0.0,4.0,4.0,0.0,-26.0,-0.04845443367958069,0.0,13.147216796875,0.15000000596046448,-4.561799549218648e-11,-7.90311149856393e-11,4.947188492199217e-12,5.561288842631518e-12,-1.2506710944659716e-11,91.56143951416016,-7.38579076370316e-12,-0.16141781210899353,0.015578344464302063,-0.10397177189588547,-0.2318449169397354,0.03699357435107231,-0.9829395413398743,-2.4599764347076416,0.0,0.0,0.348759263753891,-0.7807373404502869,-0.2376832515001297,0.0011430317535996437,0.1975785344839096,-0.008131206966936588,0.3965645134449005,0.03825606033205986,-0.10835472494363785,0.03437740355730057,-0.10306813567876816,-0.07051507383584976,-0.06629397720098495,-0.47075405716896057,-0.02083098329603672,0.16341756284236908,-14.665910720825195,-14.93748950958252,-0.078459732234478,0.9969173073768616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.6566891670227051,0.5,0.0,0.0,-3.2182204723358154,-0.07713443785905838,-0.37096232175827026,0.0,-0.3727848529815674,0.0,-9.048688187629494e-11,-1.2299880558508391e-10,10.342609405517578,-0.21786922216415405,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.3795304000377655,0.0,13.147134780883789,0.15000000596046448,-4.571211464909908e-11,-7.670059032349741e-11,4.925450672321752e-12,3.765598943772375e-12,-7.110455280123773e-11,105.80690002441406,-9.716319762653747e-12,-0.10286591202020645,0.29218149185180664,-0.18380992114543915,-0.2041277140378952,0.009869985282421112,-0.990996778011322,-2.4599764347076416,0.0,0.0,0.3566477298736572,-0.8047537803649902,-0.2277357131242752,-0.0338553711771965,0.1901031732559204,0.0097650196403265,0.29922136664390564,0.025978727266192436,-0.04306132346391678,0.05007659271359444,-0.12422384321689606,0.009509063325822353,-0.08410778641700745,-0.19302402436733246,-0.11680471897125244,0.2037857323884964,-9.070901870727539,-17.341917037963867,0.0784585252404213,0.9969173669815063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.2811969220638275,0.5,0.0,0.0,-3.210782527923584,-0.0022482832428067923,-0.2878393232822418,0.0,-0.37499991059303284,0.0,-8.101667947624236e-11,-1.2299880558508391e-10,5.099390983581543,-0.20716215670108795,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.2999502718448639,0.0,27.33877944946289,0.15000000596046448,-4.497306693718173e-11,-7.682172953327182e-11,5.982160513479107e-12,3.7569374694568225e-12,-7.184360051315508e-11,221.08059692382812,-9.595179685517596e-12,-0.11267503350973129,0.6832963824272156,-0.09358211606740952,-0.22036810219287872,0.005681782960891724,-0.9612666964530945,-2.4599764347076416,0.0,0.0,0.34977400302886963,-0.8282321095466614,-0.21889838576316833,-0.06833290308713913,0.16701599955558777,0.0018761008977890015,0.2916724383831024,0.004208862781524658,-0.021490132436156273,0.08440297096967697,-0.304230660200119,-0.1082928329706192,-0.010251903906464577,-0.14848558604717255,-0.20992174744606018,0.12172619998455048,-3.7979965209960938,-18.324260711669922,0.23344486951828003,0.9723700284957886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.1455717533826828,0.5,0.0,0.0,-3.231365919113159,-0.0006515627028420568,-0.36421099305152893,0.0,0.0,0.0,-6.144394021356803e-11,-1.2299880558508391e-10,1.5247942209243774,-0.21808648109436035,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.39222076535224915,0.0,31.90544891357422,0.15000000596046448,-4.64544791523025e-11,-7.699335613509106e-11,6.6818187267891904e-12,3.7905993448272834e-12,-7.036218829803431e-11,259.5679016113281,-9.423541807995761e-12,0.143233522772789,1.0679596662521362,0.09813500940799713,-0.20189349353313446,0.011071640998125076,-1.0288829803466797,-2.4599764347076416,0.0,0.0,0.336304247379303,-0.832354724407196,-0.20832721889019012,-0.1271028220653534,0.15935948491096497,0.08250459283590317,0.24105550348758698,0.013559478335082531,-0.07018519937992096,0.15378232300281525,-0.3071000576019287,-0.07968125492334366,0.3465545177459717,-0.24276259541511536,-0.2562764585018158,0.053740520030260086,2.181034564971924,-17.508468627929688,0.38268303871154785,0.9238796830177307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.23357003927230835,0.5,0.0,0.0,-3.252351999282837,-0.0007331754895858467,-0.15861137211322784,0.0,0.0,0.0,-5.7234317979437677e-11,-1.2299880558508391e-10,1.5532970428466797,-0.24392078816890717,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.4380621910095215,0.0,33.62111282348633,0.15000000596046448,-4.882207832457297e-11,-7.718514022370115e-11,7.189028018717014e-12,3.820051480002418e-12,-6.799458218686993e-11,275.3663635253906,-9.231768995088263e-12,-0.10509338974952698,0.8609257340431213,0.14979924261569977,-0.13775691390037537,0.04197140410542488,-0.977911114692688,-2.4599764347076416,0.0,0.0,0.3442862033843994,-0.8487696647644043,-0.1885167807340622,-0.18321256339550018,0.13771528005599976,0.15390053391456604,0.19576579332351685,0.017867697402834892,-0.054129619151353836,0.05359221622347832,-0.23694784939289093,-0.06766580790281296,0.33609122037887573,-0.22807370126247406,-0.2478446215391159,0.06252878904342651,6.132587432861328,-17.012264251708984,0.5224982500076294,0.8526403307914734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0.2775117754936218,0.5,0.0,0.0,-3.2691426277160645,-0.00041787431109696627,-0.04902630299329758,0.0,0.0,0.0,-6.417671949421333e-11,-1.2299880558508391e-10,2.4280202388763428,-0.2718004882335663,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.42361220717430115,0.0,34.40550994873047,0.15000000596046448,-5.246205553310901e-11,-7.738002599788629e-11,7.326422454823067e-12,3.840963571505318e-12,-6.43546119172278e-11,283.7136535644531,-9.03688061881791e-12,-0.135422945022583,0.6739094257354736,-0.14737503230571747,-0.1297530084848404,-0.031953319907188416,-0.9680972695350647,-2.4599764347076416,0.0,0.0,0.32736364006996155,-0.8634792566299438,-0.16108086705207825,-0.21909677982330322,0.13828444480895996,0.23645898699760437,0.12347886711359024,0.01742880418896675,-0.03532034158706665,0.03950922563672066,-0.15977726876735687,-0.028267407789826393,0.32401496171951294,-0.29463720321655273,-0.2373407781124115,0.04715356603264809,8.322728157043457,-16.687353134155273,0.6494477987289429,0.7604061961174011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.4025077819824219,0.5,0.0,0.0,-3.317199230194092,-0.0006641708314418793,-0.011122061870992184,0.0,0.0,0.0,-6.995340418036733e-11,-1.2299880558508391e-10,3.8701798915863037,-0.2965185046195984,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.28866446018218994,0.0,34.815887451171875,0.15000000596046448,-5.7791167684673184e-11,-7.7444675672389e-11,7.02567691523992e-12,3.852740175502856e-12,-5.902549976566362e-11,287.7148132324219,-8.972232679038683e-12,0.15403448045253754,0.425317645072937,-0.10730694979429245,-0.1958194226026535,0.021510999649763107,-1.0118714570999146,-2.4599764347076416,0.0,0.0,0.33731576800346375,-0.8752967119216919,-0.15052978694438934,-0.232632115483284,0.10954300314188004,0.30334022641181946,0.08683193475008011,-0.03262316435575485,-0.08676163852214813,0.09868533909320831,0.042679037898778915,-0.10538585484027863,0.34504464268684387,-0.17580437660217285,-0.15893115103244781,0.012467395514249802,9.3641996383667,-16.54525375366211,0.7604057788848877,0.6494482159614563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.5503878593444824,0.5,0.0,0.0,-3.249447822570801,-0.00023852258163969964,-0.041622795164585114,0.0,-0.24109673500061035,0.0,-7.892513725904493e-11,-1.2299880558508391e-10,6.549970626831055,-0.32352808117866516,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.41172975301742554,0.0,35.048702239990234,0.15000000596046448,-6.486172016151315e-11,-7.762592652005296e-11,6.562827538358906e-12,3.856240413796508e-12,-5.195494034992976e-11,291.4941101074219,-8.790981831374722e-12,0.17453889548778534,0.45703017711639404,-0.04525294899940491,-0.1328236311674118,0.028120342642068863,-0.9733120799064636,-2.4599764347076416,0.0,0.0,0.3337836265563965,-0.8824352622032166,-0.1464623361825943,-0.22699213027954102,0.11953528970479965,0.3706454932689667,0.03464304655790329,0.002995187183842063,-0.04088633880019188,0.06979606300592422,0.10778553783893585,-0.044498372822999954,0.3430832028388977,-0.23525264859199524,-0.12144266068935394,0.06657391041517258,11.107000350952148,-17.60383415222168,0.8526400327682495,0.5224987268447876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0.6850310564041138,0.5,0.0,0.0,-3.2327678203582764,-0.0016445000655949116,-0.0002236549771623686,0.0,-0.3750671148300171,0.0,-8.751544627871866e-11,-1.2299880558508391e-10,9.749361038208008,-0.3622162938117981,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.06561726331710815,0.0,35.18500518798828,0.15000000596046448,-7.340361651841931e-11,-7.789883321729363e-11,6.2903315369011725e-12,3.853756289778909e-12,-4.3413047462470544e-11,295.4168395996094,-8.518063858431457e-12,-0.1376449167728424,-0.18239401280879974,-0.1987098753452301,-0.1482073813676834,-0.017038632184267044,-0.9957590103149414,-2.4599764347076416,0.0,0.0,0.33164143562316895,-0.90595543384552,-0.14413072168827057,-0.1740427315235138,0.10165523737668991,0.44608715176582336,-0.004457780625671148,-0.012154323048889637,-0.06451096385717392,-0.0011287600500509143,0.2554958462715149,-0.1488569974899292,0.41410836577415466,0.015802443027496338,-0.028196612372994423,0.036927174776792526,10.994209289550781,-17.59547233581543,0.9238795042037964,0.38268354535102844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.7478628754615784,0.5,0.0,0.0,-3.2009634971618652,-0.00010735859541455284,-0.033011727035045624,0.0,-0.3747662603855133,0.0,-9.376693171914141e-11,-1.2299880558508391e-10,12.050323486328125,-0.40482670068740845,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.07813996076583862,0.0,35.2618408203125,0.15000000596046448,-8.283536356845644e-11,-7.79779990578433e-11,6.6625225302041624e-12,3.8497581858476515e-12,-3.398129347353951e-11,296.8760986328125,-8.438909293584373e-12,-0.08126691728830338,-0.02666284143924713,-0.19650141894817352,-0.19026771187782288,-0.015204895287752151,-1.03711998462677,-2.4599764347076416,0.0,0.0,0.3302328884601593,-0.9278435111045837,-0.14192065596580505,-0.12232205271720886,0.09854159504175186,0.5366012454032898,-0.0024978965520858765,0.004285752773284912,-0.08356951922178268,-0.04420461133122444,0.26486051082611084,-0.13953721523284912,0.43643447756767273,-0.020533546805381775,0.00690848845988512,0.044349703937768936,11.84126091003418,-19.20245361328125,0.972369909286499,0.2334454208612442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.7887343764305115,0.5,0.0,0.0,-3.201939105987549,-0.00016380281886085868,-0.023846395313739777,0.0,-0.375137597322464,0.0,-9.708518711182279e-11,-1.2299880558508391e-10,13.365314483642578,-0.46396711468696594,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.07874783128499985,0.0,35.29669952392578,0.15000000596046448,-9.234491643583809e-11,-7.805803226013097e-11,7.865739309886877e-12,3.844852821538458e-12,-2.447174754505177e-11,297.9922180175781,-8.358871754488018e-12,-0.07886230945587158,-0.15801723301410675,0.13614149391651154,-0.13272430002689362,0.0032242387533187866,-1.0270353555679321,-2.4599764347076416,0.0,0.0,0.3347209393978119,-0.9496503472328186,-0.15223541855812073,-0.06236489117145538,0.07176646590232849,0.6198666095733643,-0.0059860688634216785,0.03321396932005882,-0.056073542684316635,-0.02727338671684265,0.26006633043289185,-0.13118091225624084,0.3694003224372864,0.026136642321944237,0.05985866114497185,0.04188201203942299,10.892095565795898,-20.419382095336914,0.9969173073768616,0.07845909148454666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.7685558199882507,0.5,0.0,0.0,-3.208317995071411,-0.00021984349587000906,-0.02458389289677143,0.0,-0.3753238916397095,0.0,-9.812257256713863e-11,-1.2299880558508391e-10,13.475407600402832,-0.555007815361023,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.0830501914024353,0.0,35.29669952392578,0.15000000596046448,-1.0149538848258643e-10,-7.814107000347903e-11,9.854426302746688e-12,3.8383124803531565e-12,-1.5321278967750374e-11,298.8465576171875,-8.275836613225174e-12,0.017277121543884277,-0.032247647643089294,-0.06265541911125183,-0.13972371816635132,0.0006583034992218018,-0.9498577117919922,-2.4599764347076416,0.0,0.0,0.3346523940563202,-0.9667196869850159,-0.15135535597801208,0.0006894227117300034,0.05205869674682617,0.6908643841743469,0.008247049525380135,0.023821914568543434,-0.1410893052816391,0.015269028954207897,0.24081610143184662,-0.11837821453809738,0.38316819071769714,-0.0073686926625669,0.09282288700342178,0.027325782924890518,9.700729370117188,-21.43807601928711,0.9969173073768616,-0.07845916599035263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.7354862093925476,0.5,0.0,0.0,-3.208052396774292,-0.00019671667541842908,-0.04647856205701828,0.0,-0.37533336877822876,0.0,-9.652113136526808e-11,-1.2299880558508391e-10,12.728208541870117,-0.6784673929214478,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.09299369156360626,0.0,35.2618408203125,0.15000000596046448,-1.1004499395061984e-10,-7.822872211127319e-11,1.2471223706511658e-11,3.829579015013351e-12,-6.771671331312623e-12,299.4544372558594,-8.18818797487797e-12,0.11569570004940033,0.2967222332954407,-0.01458558440208435,-0.19367744028568268,0.04352639243006706,-1.031994104385376,-2.4599764347076416,0.0,0.0,0.3439069092273712,-0.9846509695053101,-0.1555081307888031,0.04444815218448639,0.031181836500763893,0.7767385840415955,0.008944151923060417,-0.013412410393357277,-0.05360254645347595,0.05492741987109184,0.19342587888240814,-0.08458711206912994,0.36688724160194397,-0.04981038719415665,0.12570662796497345,-0.00511685386300087,7.961308479309082,-22.710922241210938,0.972369909286499,-0.23344549536705017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.8837769031524658,0.5,0.0,0.0,-3.2951929569244385,-0.00028038150048814714,-0.1435595154762268,0.0,-0.37598562240600586,0.0,-9.934054273630366e-11,-1.2299880558508391e-10,14.929045677185059,-0.8483919501304626,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.07627026736736298,0.0,35.18500518798828,0.15000000596046448,-1.1750637962659738e-10,-7.831667953039911e-11,1.546467814916852e-11,3.819403127103271e-12,6.897211209284937e-13,299.7060852050781,-8.100217545325972e-12,0.09633927047252655,-0.08856429159641266,0.07097660005092621,-0.1391800194978714,0.008520349860191345,-0.9551334977149963,-2.4599764347076416,0.0,0.0,0.3374081552028656,-1.0011916160583496,-0.1668320745229721,0.0816669687628746,0.009468981996178627,0.8507384657859802,0.0016295211389660835,-0.019147757440805435,-0.10949857532978058,-0.04217210039496422,0.22800932824611664,-0.12847214937210083,0.3716500401496887,-0.007336539216339588,0.1152396947145462,0.0469343475997448,4.611407279968262,-24.48046875,0.9238798022270203,-0.382682740688324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0.7170901894569397,0.5,0.0,0.0,-3.2704081535339355,-0.0004207187448628247,-0.24485455453395844,0.0,-0.37587448954582214,0.0,-1.0092039703923916e-10,-1.2299880558508391e-10,13.815048217773438,-0.7169837355613708,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.0991053432226181,0.0,35.0487060546875,0.15000000596046448,-1.2013055827875263e-10,-7.842105437250169e-11,1.3958635462774094e-11,3.806242213771904e-12,3.313886925288001e-12,299.6100158691406,-7.995849642117303e-12,0.07520468533039093,0.1028253585100174,-0.08067610114812851,-0.14137162268161774,0.018483158200979233,-1.0113624334335327,-2.4599764347076416,0.0,0.0,0.336064875125885,-1.0234779119491577,-0.15114086866378784,0.1166522428393364,-0.010514341294765472,0.7811552286148071,0.00827505812048912,0.00466765183955431,-0.132789745926857,0.068638376891613,0.12001354992389679,-0.17279358208179474,-0.4137085974216461,0.014193040318787098,0.13395355641841888,-0.023067805916070938,0.022619426250457764,-26.330665588378906,0.8526405096054077,-0.5224979519844055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.96501225233078,0.5,0.0,0.0,-3.2110636234283447,-0.0001530546142021194,-0.12642067670822144,0.0,-0.3754689693450928,0.0,-1.019242190647418e-10,-1.2299880558508391e-10,16.62552261352539,-0.8761434555053711,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.08859100192785263,0.0,34.815887451171875,0.15000000596046448,-1.255461290483595e-10,-7.850770727957368e-11,1.644053122806799e-11,3.79173472134231e-12,8.729458128575729e-12,298.507080078125,-7.90919673504531e-12,-0.08243691176176071,-0.38288748264312744,-0.05941601097583771,-0.1974656730890274,0.0477789081633091,-0.9712815284729004,-2.4599764347076416,0.0,0.0,0.3489406108856201,-1.040964126586914,-0.149117574095726,0.14037635922431946,-0.034312110394239426,0.8532118797302246,-0.0013984553515911102,0.042051490396261215,-0.08032610267400742,-0.04913666471838951,0.06726866215467453,-0.03177351877093315,0.37177202105522156,0.011956042610108852,0.17701400816440582,-0.03952893987298012,3.5634617805480957,-26.010698318481445,0.7604063749313354,-0.6494475603103638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.959978461265564,0.5,0.0,0.0,-3.3623602390289307,-0.0004685328749474138,-0.5427443385124207,0.0,-0.3758198916912079,0.0,-1.1329527593861854e-10,-1.2299880558508391e-10,18.826181411743164,-0.7514743208885193,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.08201640099287033,0.0,34.40550994873047,0.15000000596046448,-1.2669376658891451e-10,-7.864966317105981e-11,1.4304127327058325e-11,3.7746698128282574e-12,9.877109546918561e-12,296.3809509277344,-7.767242578282652e-12,0.16697163879871368,-0.46697086095809937,-0.15915624797344208,-0.13269492983818054,-0.004661828279495239,-1.005213737487793,-2.4599764347076416,0.0,0.0,0.3533409833908081,-1.079392910003662,-0.15860439836978912,0.16026002168655396,-0.046213991940021515,0.7870221138000488,-0.008971484377980232,0.021055644378066063,-0.1591547578573227,-0.026344627141952515,0.0672725960612297,-0.10687154531478882,-0.3088822066783905,-0.0358654223382473,0.12394610047340393,0.0006177537143230438,-3.795590877532959,-26.348861694335938,0.6494484543800354,-0.7604056000709534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.9994009733200073,0.5,0.0,0.0,-3.2278802394866943,-9.297888755099848e-05,-0.0402173176407814,0.0,-0.37539181113243103,0.0,-1.1742540273473878e-10,-1.2299880558508391e-10,19.86370849609375,-0.6352548599243164,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.08800363540649414,0.0,33.62112045288086,0.15000000596046448,-1.2657525028103578e-10,-7.873734997332349e-11,1.1725665577388966e-11,3.7572354082138215e-12,9.75859150431635e-12,290.4858093261719,-7.679557510742452e-12,0.05939321219921112,-0.7217541933059692,0.03588065505027771,-0.14596235752105713,0.04675730690360069,-1.0138051509857178,-2.4599764347076416,0.0,0.0,0.36048567295074463,-1.087401270866394,-0.1636624038219452,0.17676305770874023,-0.07289034873247147,0.6946534514427185,-0.009938400238752365,0.027766382321715355,-0.14086002111434937,-0.029641050845384598,0.046192534267902374,-0.03157249093055725,-0.40978893637657166,-0.05517958477139473,0.1840650588274002,-0.04864220693707466,-2.6918888092041016,-24.676279067993164,0.5224990248680115,-0.85263991355896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.9375545978546143,0.5,0.0,0.0,-3.275536298751831,-0.00020968480384908617,-0.05559307709336281,0.0,-0.3756009042263031,0.0,-1.2881176680856754e-10,-1.2299880558508391e-10,19.19501495361328,-0.533998429775238,-1.0266337394714355,-7.266639709472656,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.083097904920578,0.0,31.90545654296875,0.15000000596046448,-1.2546863548124065e-10,-7.882465513642245e-11,9.037033274483797e-12,3.737828189326331e-12,8.651971500350797e-12,276.47900390625,-7.592254082366967e-12,-0.058421775698661804,-0.6917293071746826,-0.006502747535705566,-0.17053455114364624,0.030157368630170822,-0.9990192651748657,-2.4599764347076416,0.0,0.0,0.35753610730171204,-1.1304620504379272,-0.19011662900447845,0.19493502378463745,-0.0749502182006836,0.6241974234580994,-0.008423244580626488,0.05201185867190361,-0.12538783252239227,-0.10752367228269577,0.019556064158678055,-0.013830683194100857,-0.39515936374664307,-0.02054717019200325,0.15757682919502258,-0.015576984733343124,-1.4430081844329834,-22.67682647705078,0.3826838433742523,-0.9238793849945068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
